,type,elevation_ft,continent,Longitude
614,small_airport,5170.0,NA,-105.124000549
615,small_airport,8980.0,NA,-106.928341
616,heliport,4935.0,NA,-105.04599762
617,small_airport,4697.0,NA,-103.589996338
618,small_airport,8000.0,NA,-108.212997437
619,heliport,4935.0,NA,-105.040000916
620,small_airport,5010.0,NA,-105.013000488
621,small_airport,7613.0,NA,-106.033996582
622,heliport,640.0,NA,-73.48100280759999
623,heliport,350.0,NA,-72.7562026977539
624,heliport,330.0,NA,-72.22589874267578
625,heliport,431.0,NA,-72.78790283203125
626,heliport,400.0,NA,-72.9397964477539
627,heliport,184.0,NA,-72.6989974975586
628,heliport,113.0,NA,-72.70449829101562
629,heliport,80.0,NA,-73.16619873046875
630,heliport,510.0,NA,-73.4447021484375
631,heliport,211.0,NA,-72.67870330810547
632,small_airport,1400.0,NA,-96.98780059814452
633,small_airport,949.0,NA,-83.8291015625
634,small_airport,1170.0,NA,-84.9587
635,small_airport,1020.0,NA,-93.24130249023438
636,heliport,6.0,NA,-80.33889770507812
637,small_airport,65.0,NA,-81.880403
638,heliport,57.0,NA,-83.592732
639,seaplane_base,66.0,NA,-81.6286111
640,small_airport,40.0,NA,-81.230103
641,heliport,20.0,NA,-85.8722000122
642,heliport,8.0,NA,-80.23700259630002
643,small_airport,70.0,NA,-86.09380340576172
644,heliport,100.0,NA,-82.2081985474
645,small_airport,235.0,NA,-86.34439849853516
646,seaplane_base,712.1670117322291,NA,-80.48639678955078
647,small_airport,290.0,NA,-86.1093978881836
648,small_airport,30.0,NA,-81.16390228271484
649,seaplane_base,19.0,NA,-81.16419982910156
650,heliport,25.0,NA,-82.98169708251953
651,heliport,110.0,NA,-85.37830352783203
652,seaplane_base,80.0,NA,-81.34970092773438
653,heliport,114.0,NA,-81.41940307617188
654,seaplane_base,712.1670117322291,NA,-81.68190002441406
655,small_airport,18.0,NA,-81.0231018066
656,small_airport,588.0,NA,-78.7033
657,seaplane_base,1635.0,NA,-90.3835
658,small_airport,800.0,NA,-84.36710357666016
659,small_airport,693.0,NA,-82.89710235595703
660,small_airport,720.0,NA,-82.9457015991211
661,small_airport,1287.0,NA,-85.06079864501953
662,small_airport,736.0,NA,-83.50569915771484
663,heliport,1475.0,NA,-84.28910064697266
664,small_airport,780.0,NA,-83.81880187988281
665,small_airport,200.0,NA,-83.41600036621094
666,small_airport,505.0,NA,-84.02749633789062
667,small_airport,1085.0,NA,-84.80079650878906
668,small_airport,327.0,NA,-83.44709777832031
669,small_airport,563.0,NA,-85.45970153808594
670,small_airport,860.0,NA,-84.2667007446289
671,small_airport,1438.0,NA,-83.7135009765625
672,small_airport,450.0,NA,-82.37249755859375
673,small_airport,230.0,NA,-81.79859924316406
674,small_airport,700.0,NA,-91.706298828125
675,small_airport,645.0,NA,-87.09970092773438
676,heliport,927.0,NA,-93.09600067138672
677,heliport,1300.0,NA,-94.86830139160156
678,heliport,1320.0,NA,-94.9385986328125
679,small_airport,883.0,NA,-92.3280029296875
680,small_airport,700.0,NA,-91.05010223388672
681,small_airport,1060.0,NA,-93.26270294189452
682,small_airport,920.0,NA,-92.28990173339844
683,heliport,1300.0,NA,-94.46690368652344
684,small_airport,925.0,NA,-91.7509994506836
685,heliport,725.0,NA,-91.30010223388672
686,small_airport,4861.0,NA,-115.10700225830078
687,small_airport,3225.0,NA,-114.6050033569336
688,small_airport,5600.0,NA,-113.773002625
689,small_airport,3150.0,NA,-115.6729965209961
690,small_airport,4020.0,NA,-114.47000122070312
691,small_airport,3130.0,NA,-116.46199798583984
692,heliport,4004.0,NA,-113.891423
693,small_airport,3820.0,NA,-116.763192
694,small_airport,3800.0,NA,-116.178475
695,small_airport,2895.0,NA,-116.471131
696,small_airport,955.0,NA,-85.25330352783203
697,small_airport,816.0,NA,-86.1532974243164
698,small_airport,820.0,NA,-86.12439727783203
699,small_airport,705.0,NA,-86.8572006225586
700,small_airport,810.0,NA,-85.82969665527344
701,small_airport,900.0,NA,-85.78610229492188
702,small_airport,740.0,NA,-87.47589874267578
703,small_airport,755.0,NA,-86.57720184326172
704,heliport,440.0,NA,-88.53890228271484
705,heliport,623.0,NA,-87.8364028930664
706,small_airport,541.0,NA,-88.997778
707,small_airport,696.0,NA,-87.67449951171875
708,heliport,772.0,NA,-88.00779724121094
709,heliport,849.0,NA,-89.947788
710,heliport,852.0,NA,-88.717300415
711,small_airport,890.0,NA,-88.72370147705078
712,small_airport,880.0,NA,-88.78730010986328
713,small_airport,400.0,NA,-87.59590148925781
714,small_airport,835.0,NA,-85.08609771728516
715,small_airport,704.0,NA,-86.66670227050781
716,small_airport,750.0,NA,-84.94719696044922
717,small_airport,800.0,NA,-86.03359985351562
718,small_airport,390.0,NA,-87.95140075683594
719,heliport,664.0,NA,-90.57140350341795
720,heliport,678.0,NA,-87.85260009765625
721,small_airport,630.0,NA,-89.69360351559999
722,small_airport,670.0,NA,-88.67150115966797
723,heliport,383.0,NA,-89.1635971069336
724,heliport,650.0,NA,-91.3990020752
725,heliport,830.0,NA,-89.2029037475586
726,small_airport,468.0,NA,-85.23880004882812
727,small_airport,85.0,NA,-82.50869750976562
728,small_airport,610.0,NA,-95.580468
729,small_airport,1180.0,NA,-95.92530059814452
730,small_airport,1120.0,NA,-95.3668975830078
731,small_airport,1065.0,NA,-95.370056
732,small_airport,1240.0,NA,-97.31780242919922
733,small_airport,1450.0,NA,-97.88639831542967
734,small_airport,950.0,NA,-95.37470245361328
735,small_airport,1330.0,NA,-96.9197998046875
736,small_airport,890.0,NA,-84.77890014648438
737,small_airport,504.0,NA,-86.61830139160156
738,heliport,540.0,NA,-86.8375015258789
739,small_airport,427.0,NA,-87.08190155029297
740,small_airport,600.0,NA,-86.375
741,heliport,560.0,NA,-82.57749938964844
742,small_airport,360.0,NA,-88.99859619140625
743,heliport,1300.0,NA,-82.80359649658203
744,small_airport,4684.0,NA,-117.19100189208984
745,small_airport,5680.0,NA,-117.236368
746,heliport,140.0,NA,-92.64569854736328
747,heliport,10.0,NA,-93.40019989013672
748,small_airport,15.0,NA,-90.97339630126952
749,small_airport,280.0,NA,-93.87349700927734
750,heliport,200.0,NA,-93.98899841308594
751,heliport,3.0,NA,-89.96369934082031
752,heliport,6.0,NA,-89.96759796142578
753,heliport,183.0,NA,-92.71279907226562
754,small_airport,74.0,NA,-90.86150360107422
755,small_airport,783.0,NA,-88.7300033569336
756,small_airport,604.0,NA,-90.31340026855467
757,small_airport,700.0,NA,-90.3806991577
758,small_airport,614.0,NA,-90.34210205078124
759,small_airport,664.0,NA,-89.12310028076172
760,small_airport,675.0,NA,-88.07839965820001
761,small_airport,710.0,NA,-88.60759735107422
762,heliport,670.0,NA,-88.621297
763,small_airport,13.0,NA,-90.73580169677734
764,heliport,1199.3771003119025,NA,-89.37439727783203
765,small_airport,40.0,NA,-92.12979888916016
766,small_airport,42.0,NA,-92.05039978027344
767,small_airport,36.0,NA,-91.48419952392578
768,small_airport,34.0,NA,-92.94129943847656
769,small_airport,72.0,NA,-91.98210144042967
770,heliport,214.0,NA,-71.06890106201172
771,heliport,450.0,NA,-71.76280212402344
772,heliport,100.0,NA,-71.23179626464844
773,heliport,19.0,NA,-71.07170104980469
774,heliport,85.0,NA,-71.05590057373047
775,heliport,9.0,NA,-71.13259887695312
776,heliport,1230.0,NA,-71.90840148925781
777,heliport,77.0,NA,-76.623298645
778,small_airport,75.0,NA,-75.7927017211914
779,small_airport,16.0,NA,-76.867575
780,heliport,260.0,NA,-76.59329986572266
781,small_airport,47.0,NA,-76.18720245361328
782,heliport,285.0,NA,-76.88159942626953
783,small_airport,750.0,NA,-77.10579681396484
784,heliport,20.0,NA,-76.11969757080078
785,heliport,30.0,NA,-76.67610168457031
786,heliport,143.0,NA,-76.59660339355469
787,small_airport,271.0,NA,-68.474403
788,small_airport,940.0,NA,-84.4375
789,small_airport,1000.0,NA,-84.4833984375
790,small_airport,1120.0,NA,-87.386496
791,small_airport,800.0,NA,-85.18399810791016
792,heliport,603.0,NA,-83.3593978881836
793,heliport,633.0,NA,-83.08439636230469
794,seaplane_base,690.0,NA,-92.98410034179688
795,small_airport,1020.0,NA,-94.0697021484
796,seaplane_base,1025.0,NA,-93.00299835205078
797,seaplane_base,1230.0,NA,-94.2925033569336
798,seaplane_base,1200.0,NA,-94.3031005859375
799,small_airport,1033.0,NA,-94.91690063476562
800,small_airport,1365.0,NA,-92.404296875
801,heliport,1450.0,NA,-91.8730010986328
802,heliport,980.0,NA,-93.71759796142578
803,small_airport,775.0,NA,-93.8501968383789
804,small_airport,920.0,NA,-94.0947036743164
805,small_airport,950.0,NA,-90.78009796142578
806,heliport,890.0,NA,-94.57379913330078
807,small_airport,780.0,NA,-92.1001968383789
808,small_airport,850.0,NA,-92.26689910888672
809,heliport,531.0,NA,-90.77629852294922
810,small_airport,437.0,NA,-90.73680114746094
811,heliport,575.0,NA,-90.27839660644533
812,small_airport,453.0,NA,-88.61669921875
813,small_airport,200.0,NA,-90.90290069580078
814,small_airport,300.0,NA,-89.3917007446289
815,heliport,430.0,NA,-89.51899719238281
816,heliport,50.0,NA,-89.08619689941406
817,small_airport,120.0,NA,-90.91680145263672
818,heliport,25.0,NA,-89.2344970703125
819,small_airport,346.0,NA,-89.14309692382812
820,small_airport,154.0,NA,-91.16510009765624
821,small_airport,300.0,NA,-89.02729797363281
822,small_airport,4070.0,NA,-112.39099884033205
823,heliport,2750.0,NA,-110.10900115966795
824,heliport,3920.0,NA,-114.06700134277344
825,small_airport,3510.0,NA,-114.14099884033205
826,small_airport,3350.0,NA,-108.8489990234375
827,small_airport,3900.0,NA,-114.6790008544922
828,small_airport,2460.0,NA,-115.40399932861328
829,heliport,3300.0,NA,-113.9980010986328
830,small_airport,3284.0,NA,-114.49299621582033
831,small_airport,784.0,NA,-91.09359741210938
832,small_airport,1027.0,NA,-94.17389678955078
833,heliport,520.0,NA,-90.23899841308594
834,heliport,744.0,NA,-91.45069885253906
835,small_airport,800.0,NA,-92.8668975830078
836,heliport,865.0,NA,-93.99440002441406
837,heliport,815.0,NA,-93.73590087890624
838,small_airport,1070.0,NA,-94.13970184326172
839,small_airport,582.0,NA,-89.75900268554688
840,small_airport,1282.0,NA,-93.164084
841,heliport,1500.0,NA,-92.94329833984376
842,heliport,4925.0,NA,-111.0189971923828
843,small_airport,1004.0,NA,-94.44219970703124
844,small_airport,22.0,NA,-75.485497
845,heliport,30.0,NA,-75.50489807128906
846,small_airport,50.0,NA,-75.533501
847,small_airport,1045.0,NA,-97.03759765625
848,small_airport,1580.0,NA,-99.56289672851562
849,small_airport,2750.0,NA,-103.8010025024414
850,heliport,106.0,NA,-77.94969940185547
851,small_airport,3608.0,NA,-82.37539672851562
852,heliport,460.0,NA,-79.45670318603516
853,heliport,19.0,NA,-76.69969940185547
854,heliport,245.0,NA,-78.58580017089844
855,heliport,156.0,NA,-77.78919982910156
856,heliport,113.0,NA,-77.41889953613281
857,small_airport,700.0,NA,-79.99749755859375
858,small_airport,830.0,NA,-80.735298
859,heliport,465.0,NA,-78.449699
860,small_airport,1550.0,NA,-99.40039825439452
861,small_airport,2020.0,NA,-99.91709899902344
862,small_airport,1961.0,NA,-100.1050033569336
863,small_airport,3815.0,NA,-101.9499969482422
864,small_airport,3760.0,NA,-101.93199920654295
865,small_airport,3791.0,NA,-101.91699981689452
866,heliport,1120.0,NA,-96.1864013671875
867,heliport,1950.0,NA,-98.95040130615234
868,small_airport,3525.0,NA,-102.01799774169922
869,small_airport,1765.0,NA,-98.0706024169922
870,heliport,10.0,NA,-70.846902
871,heliport,82.0,NA,-74.4346717
872,heliport,54.0,NA,-74.23490142822266
873,heliport,280.0,NA,-74.43990325927734
874,heliport,45.0,NA,-74.79959869384766
875,heliport,103.0,NA,-74.46150207519531
876,small_airport,1040.0,NA,-74.70570373535156
877,small_airport,8.0,NA,-74.63289642333984
878,heliport,8.0,NA,-74.118896484375
879,heliport,10.0,NA,-74.15070343017578
880,heliport,70.0,NA,-74.40789794921875
881,small_airport,1690.0,NA,-78.79090118408203
882,small_airport,450.0,NA,-76.22019958496094
883,small_airport,800.0,NA,-74.01619720458984
884,small_airport,600.0,NA,-77.79219818115234
885,heliport,80.0,NA,-73.55370330810547
886,small_airport,1280.0,NA,-76.08879852294922
887,heliport,470.0,NA,-73.7260971069336
888,small_airport,450.0,NA,-73.67040252685547
889,small_airport,4024.0,NA,-107.629924
890,small_airport,8143.0,NA,-108.54299926757812
891,heliport,2745.0,NA,-115.3010025024414
892,small_airport,1040.0,NA,-73.98290252685547
893,small_airport,260.0,NA,-73.6531982421875
894,small_airport,1440.0,NA,-74.93209838867188
895,heliport,507.0,NA,-75.64959716796875
896,heliport,600.0,NA,-76.6155014038086
897,small_airport,940.0,NA,-74.1843032836914
898,small_airport,800.0,NA,-74.24539947509766
899,seaplane_base,544.0,NA,-121.1259994506836
900,small_airport,292.0,NA,-122.1709976196289
901,small_airport,356.0,NA,-123.98500061035156
902,heliport,983.0,NA,-81.836745
903,heliport,1250.0,NA,-81.32759857177734
904,heliport,865.0,NA,-84.564697265625
905,heliport,867.0,NA,-84.228562
906,small_airport,775.0,NA,-84.01969909667969
907,small_airport,1000.0,NA,-84.1718978881836
908,small_airport,900.0,NA,-84.256103515625
909,heliport,1012.0,NA,-81.2468032836914
910,small_airport,940.0,NA,-83.4177017211914
911,small_airport,643.0,NA,-82.71610260009766
912,small_airport,1250.0,NA,-81.15930938720703
913,small_airport,860.0,NA,-80.6436996459961
914,small_airport,830.0,NA,-83.1135025024414
915,small_airport,1169.0,NA,-97.43360137939452
916,small_airport,1056.0,NA,-97.40170288085938
917,small_airport,1420.0,NA,-98.5225982666
918,small_airport,730.0,NA,-96.25360107421876
919,small_airport,1070.0,NA,-97.40029907226562
920,small_airport,1220.0,NA,-97.38610076904295
921,heliport,2200.0,NA,-99.87539672851562
922,small_airport,1016.0,NA,-96.63700103759766
923,heliport,1350.0,NA,-122.861999512
924,heliport,1200.0,NA,-123.45099639892578
925,small_airport,4090.0,NA,-121.7040023803711
926,heliport,2125.0,NA,-121.26799774169922
927,small_airport,1345.0,NA,-122.855003357
928,small_airport,3387.0,NA,-117.62899780273438
929,small_airport,275.0,NA,-123.26399993896484
930,small_airport,1260.0,NA,-122.86599731445312
931,small_airport,1626.0,NA,-121.54900360107422
932,small_airport,2213.0,NA,-99.5687026977539
933,small_airport,1000.0,NA,-76.64720153808594
934,small_airport,670.0,NA,-75.248125
935,heliport,252.0,NA,-75.40129852294922
936,small_airport,600.0,NA,-77.1247024536
937,small_airport,1207.0,NA,-76.76020050048828
938,small_airport,380.0,NA,-76.72470092773438
939,small_airport,1500.0,NA,-79.83090209960938
940,small_airport,760.0,NA,-77.85030364990234
941,heliport,508.0,NA,-75.646467
942,heliport,415.0,NA,-75.21630096435547
943,small_airport,1335.0,NA,-80.15390014648438
944,seaplane_base,757.0,NA,-79.618896484375
945,small_airport,1247.0,NA,-80.07029724121094
946,heliport,186.0,NA,-75.4634017944336
947,small_airport,960.0,NA,-77.24140167239999
948,small_airport,1761.0,NA,-79.59839630126953
949,small_airport,1138.0,NA,-77.99250030517578
950,small_airport,680.0,NA,-77.63140106201172
951,small_airport,1560.0,NA,-79.68309783935547
952,small_airport,1645.0,NA,-79.67780303955078
953,small_airport,1560.0,NA,-79.3416976928711
954,heliport,420.0,NA,-76.67140197750001
955,heliport,1285.0,NA,-75.75129699707031
956,small_airport,800.0,NA,-76.7666015625
957,small_airport,1980.0,NA,-78.56089782714844
958,heliport,660.0,NA,-75.19270324707031
959,heliport,485.0,NA,-76.55329895019531
960,small_airport,720.0,NA,-76.84549713134766
961,heliport,1130.0,NA,-80.08619689941406
962,heliport,141.0,NA,-74.868028
963,small_airport,10.0,NA,-122.4499969482422
964,small_airport,305.0,NA,-119.65799713134766
965,small_airport,20.0,NA,-122.43399810791016
966,small_airport,940.0,NA,-93.33300018310548
967,small_airport,177.0,NA,-93.30740356445312
968,small_airport,2182.0,NA,-99.303398
969,small_airport,3984.0,NA,-113.40899658203124
970,small_airport,3201.0,NA,-116.24299621582033
971,small_airport,2142.0,NA,-100.89199829101562
972,small_airport,1200.0,NA,-96.9802017211914
973,heliport,1799.0,NA,-97.11949920654295
974,small_airport,2872.0,NA,-103.21700286865234
975,heliport,1670.0,NA,-96.76470184326172
976,heliport,5800.0,NA,-103.63700103759766
977,small_airport,2580.0,NA,-101.82599639892578
978,small_airport,2775.0,NA,-101.73400115966795
979,small_airport,1900.0,NA,-100.29299926757812
980,heliport,5900.0,NA,-103.63600158691406
981,heliport,16.0,NA,-94.98519897460938
982,small_airport,3552.0,NA,-101.9800033569336
983,small_airport,3487.0,NA,-101.9250030517578
984,small_airport,2650.0,NA,-102.13800048828124
985,small_airport,395.0,NA,-96.27050018310548
986,heliport,57.0,NA,-95.35489654541016
987,heliport,20.0,NA,-97.2229995727539
988,small_airport,4702.0,NA,-103.89299774169922
989,small_airport,410.0,NA,-95.4072036743164
990,heliport,8.0,NA,-94.76409912109376
991,small_airport,1663.0,NA,-101.16200256347656
992,heliport,38.0,NA,-97.41419982910156
993,heliport,524.0,NA,-97.16699981689452
994,small_airport,2614.0,NA,-100.84200286865234
995,small_airport,501.0,NA,-96.21520233154295
996,small_airport,516.0,NA,-99.18589782714844
997,small_airport,1452.0,NA,-98.66560363769533
998,small_airport,1515.0,NA,-98.6224975586
999,heliport,270.0,NA,-96.22250366210938
1000,heliport,270.0,NA,-96.2260971069336
1001,small_airport,810.0,NA,-86.89669799804688
1002,seaplane_base,785.0,NA,-86.22000122070312
1003,small_airport,920.0,NA,-84.18550109863281
1004,heliport,1000.0,NA,-84.1001968383789
1005,heliport,790.0,NA,-83.927278
1006,small_airport,600.0,NA,-86.4978027344
1007,small_airport,1125.0,NA,-84.0990982055664
1008,heliport,975.0,NA,-84.09110260009766
1009,heliport,745.0,NA,-85.29049682617188
1010,heliport,1003.0,NA,-83.93820190429688
1011,small_airport,650.0,NA,-97.267851
1012,small_airport,820.0,NA,-97.3289031982422
1013,heliport,100.0,NA,-95.66329956054688
1014,small_airport,410.0,NA,-96.79499816894533
1015,small_airport,230.0,NA,-95.1863021850586
1016,heliport,105.0,NA,-95.47689819335938
1017,small_airport,978.0,NA,-98.12529754638672
1018,small_airport,81.0,NA,-97.88359832763672
1019,heliport,150.0,OC,145.64199829101562
1020,small_airport,714.0,NA,-97.71279907226562
1021,small_airport,710.0,NA,-97.67639923095705
1022,heliport,546.0,NA,-97.05860137939452
1023,heliport,296.0,NA,-94.346098
1024,heliport,535.0,NA,-97.0271987915039
1025,small_airport,635.0,NA,-97.11969757080078
1026,small_airport,550.0,NA,-97.99690246582033
1027,small_airport,570.0,NA,-96.04329681396484
1028,small_airport,540.0,NA,-96.1168975830078
1029,small_airport,6662.0,NA,-115.532997131
1030,small_airport,4831.0,NA,-115.31400299072266
1031,small_airport,7920.0,NA,-113.83100128173828
1032,small_airport,4618.0,NA,-114.92099762
1033,small_airport,5359.0,NA,-113.58799743652344
1034,small_airport,5324.0,NA,-113.89600372314452
1035,small_airport,2617.0,NA,-116.75800323486328
1036,small_airport,900.0,NA,-79.58529663085938
1037,small_airport,1020.0,NA,-79.7667007446289
1038,small_airport,150.0,NA,-77.09529876708984
1039,small_airport,1219.0,NA,-79.87950134277344
1040,small_airport,280.0,NA,-77.66089439390001
1041,heliport,178.0,NA,-77.46219635010002
1042,small_airport,425.0,NA,-77.81939697265625
1043,small_airport,210.0,NA,-77.79119873046875
1044,small_airport,8.0,NA,-76.45379638671875
1045,small_airport,145.0,NA,-77.10140228271484
1046,seaplane_base,14.0,NA,-122.33200073242188
1047,seaplane_base,307.0,NA,-122.33599853515624
